data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
5 de janeiro de 2024;Fantástico;Atendimento excelente.;O café da manhã poderia ser incluso na diária.;9;;;;;;
2 de janeiro de 2024;Boa.;Limpeza e o atendimento.;Custo benefício.;9;;;;;;
2 de janeiro de 2024;Fantástico;Da localização e da limpeza.;;9;;;;;;
2 de janeiro de 2024;Hotel agradável;Atendimento, localização;Foi caro em relação à qualidade;9;;;;;;
1º de janeiro de 2024;Fantástico;Táxi gratuito até o Íbis aeroporto Recife!hotel dentro do padrão esperado;;9;;;;;;
30 de dezembro de 2023;Fantástico;Localização;Preço;9;;;;;;
29 de dezembro de 2023;Boa opção para uma noite;Para quem precisa ficar próximo ao aeroporto, super atende as expectativas. Padrão Ibis, quarto pequenos, mas limpos e bem conservados.;A cozinha do hotel podia ser um pouco melhor, já que nas redondezas não tem nada próximo;8;;;;;;
28 de dezembro de 2023;Muito bom;Localização bem próxima ao do aeroporto, quarto limpo e atendimento bom dos funcionários.;Não houve incômodos para a qualidade da estadia.;8;;;;;;
27 de dezembro de 2023;Ótima;Ótimo hotel;Sem serviço de quarto;8;;;;;;
26 de dezembro de 2023;Boa localização custo benéficios baixo;Funcionários bem receptivos;Alto custo de hospedagem para o quarto e nível de conforto que oferecem;7;;;;;;
24 de dezembro de 2023;Bom;Café da manhã bom.;Na hora de pagar o pagamento teve que ser a vista e não aceitava parcelamento, como o site do booking informou.;7;;;;;;
23 de dezembro de 2023;Um dos melhores da rede.;Localização e restaurante.;O Ibis, como rede, precisa deixar cobertores nos quartos. O ar condicionado funciona bem em todos os.hoteis da rede, tanto que, sem o cobertor passo frio. E não levam ao quarto, vc precisa descer e pegar.;9;;;;;;
23 de dezembro de 2023;Bom;Localização.Daria para ir a pé para o aeroporto.;Valor do café da manhã 37 reais por pessoa.;8;;;;;;
18 de dezembro de 2023;deu tudo certo, menos a internet;educação das funcionárias na recepção e cozinha;internet mto lenta.;8;;;;;;
15 de dezembro de 2023;Fantástico;Área limpa e aconchegante.;O check-in poderia ser feito de maneira mais rápida, demoramos 40 minutos pra efetuar… Coisa que nos outros hotéis que já fui não demorou 10min…;9;;;;;;
15 de dezembro de 2023;Excelente;O hotel tem ótima localização para quem precisa acessar o aeroporto;;;;;;;;
12 de dezembro de 2023;Fantástico;Ótimo custo benefício;;9;;;;;;
11 de dezembro de 2023;Atendeu bem a necessidade;Cama confortável e uma boa ducha;Nada;8;;;;;;
11 de dezembro de 2023;Fantástico;Localização próxima ao aeroporto;Quarto um pouco apertado;9;;;;;;
11 de dezembro de 2023;Fantástico;Localização próxima do aeroporto, ideal pra quem faz conexões mais longas. Instalações novas.;As toalhas poderiam ser melhores.;9;;;;;;
10 de dezembro de 2023;Ótima opção perto do aeroporto de Recife;Silêncio. E a atenção do funcionário Bruno, da recepção, que resolveu rapidamente um problema do ar condicionado;Nada a me queixar;9;;;;;;
10 de dezembro de 2023;Bom stop para seguir viagem.;Localização.;Custo X Benefício;8;;;;;;
9 de dezembro de 2023;Comodidade;Localização e convênio com o táxi do aeroporto.;;9;;;;;;
9 de dezembro de 2023;Muito bom;Limpeza, localização e elevada educação dos funcionários.;O valor da água é altíssimo.;8;;;;;;
8 de dezembro de 2023;Excelente custo/benefício;Da localização e do café da manhã com horário diferenciado, a partir das 4h da manhã.;Só fiquei uma noite, pois iria pegar um vôo bem cedo no dia seguinte. Não houve nada que eu não gostei, pois já sabia do padrão do hotel.;8;;;;;;
8 de dezembro de 2023;muito boa;Excelente café da manha e ao lado do aeroporto;um pouco de barulho nos corredores;9;;;;;;
8 de dezembro de 2023;Bom hotel para quem chega ou vai partir em horários da madrugada do aeroporto.;Os quartos estão novos e bem equipados.;;;;;;;;
"Café da manhã muito bom apesar de não ter preço diferenciado para hóspedes.""";Faltou berço para meu filho, só tinha uma grade de cama, não suficiente para proteger uma cama de solteiro completa.;9;;;;;;;;
6 de dezembro de 2023;Muito bom.;Recepção, café da manhã, localização;Box pequeno, mas normal.;9;;;;;;
4 de dezembro de 2023;Fantástico;Custo benefício, café da manhã e estrutura.;;9;;;;;;
4 de dezembro de 2023;Bom;Localização;Preco;7;;;;;;
4 de dezembro de 2023;Ideal para quem chega em Recife, principalmente a noite.;Muito prático, ótima localização e café da manhã.;Não tive nenhum problema.;9;;;;;;
2 de dezembro de 2023;Bom;;O banheiro da recepção estava com o vaso sanitário entupido e com fezes;7;;;;;;
1º de dezembro de 2023;Fantástico;O mimo que nos deram na chagada pelo fato de estarmos fazendo 15 anos de casados. Da cortesia do traslado do aeroporto para o hotel.;O valor. Muito alto para o que é oferecido. Café da manhã pago a parte, o que operou sobremaneira o valor da diária.;9;;;;;;
1º de dezembro de 2023;Bom descanso antes da viagem;Localização excelente para quem vai ao aeroporto. Quartos confortáveis, café da manhã iniciando as 4 hs, ótimo para quem vai voar cedinho. Tem táxis grátis do aeroporto para o hotel. Já do hotel para o aeroporto, o táxi cobra 12 reais, mas dá pra ir a pé. É só atravessar 2 avenidas pois o hotel fica em frente. Se quiser, pode usar o acesso coberto (tunel) que liga o aeroporto ao metrô.;Funcionário do check-in não atentou que minha reserva incluía o café da manhã. Foi preciso mostrar minha reserva e a intervenção de outra funcionária. Foi constrangedor. É preciso ficar atenta pois o constrangimento seria maior se esse erro surgisse durante o café da manhã.;9;;;;;;
29 de novembro de 2023;Vale muito a pena para quem vai ficar 1 noite e pegar voo, é muito pratico, são 5 minutos do aeroporto, oferecem transf;Café cedo e transf da ida gratuito.;O quarto é pequeno, igual as fotos.;8;;;;;;
26 de novembro de 2023;Fantástico;Tubo bom. Otimo para uma viagem curta;;9;;;;;;
26 de novembro de 2023;Ótima opção para descanso próxima ao aeroporto;Da localização, bem em frente ao aeroporto de Recife;;;;;;;;
25 de novembro de 2023;Ao lado do aeroporto;Exatamente o que queríamos: um hotel próximo ao aeroporto para passar a última noite da viagem. Já sabíamos que o quarto era apertado e o bairro bem feio mas era ao lado da locadora de carro. Atendimento muito amigável.;Comida podia ser um pouco melhor. E o preço um pouco caro para o que oferece.;7;;;;;;
23 de novembro de 2023;Muito bom;Proximidade do aeroporto internacional do Recife;;8;;;;;;
23 de novembro de 2023;Muito bom;Rapidez do atendimento;;8;;;;;;
22 de novembro de 2023;Fantástico;localização excelente. Café da manhã ótimo. Jantar do restaurante ótimo. Todos os funcionários atenciosos.;Escolhi quarto sem vista e dava pra uma parede. Culpa minha.;9;;;;;;
21 de novembro de 2023;Fantástico;Localização em frente ao aeroporto, cordialidade dos funcionários e o café da manhã muito bom.;;9;;;;;;
20 de novembro de 2023;Bom;Custo e beneficio,;;7;;;;;;
18 de novembro de 2023;Fantástico;É bem organizado,limpo,bom atendimento,boa localização;;9;;;;;;
18 de novembro de 2023;Prático;Táxi de graça, eficiência dos funcionários;Preco;7;;;;;;
18 de novembro de 2023;Muito bom;Excelente pequeno-almoço e localização para quem quer estar perto do aeroporto. Cama confortável.;;8;;;;;;
14 de novembro de 2023;Fantástico;Custo benefício, quartos são amplos melhores do que o Ibis Budget;Achei ótimo hotel;9;;;;;;
13 de novembro de 2023;Bom;Excelente localização, 5 min de taxi do aeroporto.;;7;;;;;;
11 de novembro de 2023;Bom custo benefício para uma noite;Localização perfeita pra quem precisa estar perto do aeroporto. Atendimento ótimo dos funcionários, sempre atenciosos e muito educados - se encarregaram de chamar um táxi pra gente enquanto tomávamos café. Café da manhã servido a partir das 4h, o que foi uma surpresa maravilhosa, pois nosso vôo era muito cedo e mesmo assim pudemos usufruir desse serviço, que tinha grande variedade de produtos fresquinhos para todos os gostos. O quarto era grande (estávamos com 3 malas e mesmo assim não nos sentimos em um ambiente amontoado).;O chuveiro não é muito bom, mas para apenas uma noite antes de pegar o vôo não há problemas. O maior inconveniente foi preço abusivo das coisas, que se equipara (ou ultrapassa) o de um aeroporto: pagamos R$8 em uma garrafinha de água pequena.;9;;;;;;
8 de novembro de 2023;Muito bom;Do hotel;Do preco;8;;;;;;
6 de novembro de 2023;Muito bom;Atendimento excelente café da manhã;Falta toalha rosto;8;;;;;;
5 de novembro de 2023;Adequada.;Localização e café da manhã.;Acesso complicado apesar de perto do aeroporto.;8;;;;;;
5 de novembro de 2023;Muito bom;Em frente ao aeroporto, prefeito para quem chega tarde ou sai muito cedo.;;;;;;;;
"Café da manhã bem gostoso.""";;8;;;;;;;;
3 de novembro de 2023;Fantástico;;O café da manhã não estava com muitas opções de coisas salgadas.;9;;;;;;
30 de outubro de 2023;Muito bom;Localização próxima do aeroporto.;;8;;;;;;
30 de outubro de 2023;Custo benefício;Da ótima localização em relação O aeroporto.;Valor da diária maior que a concorrência e conforto menor.;8;;;;;;
30 de outubro de 2023;Foi boa.;No Ibis não se tem surpresa desagradável;São boas.;8;;;;;;
30 de outubro de 2023;atende a necessidade;a localização é muito boa para quem chega de avião;o preço. por não ter café da manhã, acho o preço poderia ser melhor;8;;;;;;
29 de outubro de 2023;Fantástico;Atenção dos funcionários, ótimo café, boa localização, um banho de qualidade.;Não vi pontos negativos.;9;;;;;;
29 de outubro de 2023;Recomendo!;Localização em frente ao aeroporto.;Atravessar uma via super movimentada.;9;;;;;;
27 de outubro de 2023;Boa;simpatia dos funcionários.;;;;;;;;
"Bom café da manhã""";;7;;;;;;;;
27 de outubro de 2023;Bom;A acomodação é perto do aeroporto e possui translado gratuito do aeroporto para o hotel, porém para voltar para o aeroporto precisa pagar.;Precisa pagar o café da manhã, por 400 reais a noite espera-se que no mínimo tenha café da manhã. Não possui bom custo-benefício. Muito caro para o que oferece.;7;;;;;;
27 de outubro de 2023;Muito bom;;"O restaurante poderia ter o horário estendido, servindo refeições a qlqr horário. Chegamos por volta das 15h e até o momento não havíamos almoçado, estávamos na intenção de almoçar no hotel, porém não tinha refeição disponível, somente o cardápio do ""bar"", então tivemos que comer misto-quente, pois o restaurante so abria a partir das 19h30. Após uma viagem cansativa, eu lactante, tive que fazer somente um lanche.";8;;;;;;
27 de outubro de 2023;Ótimo;Hotel localizado ao lado do aeroporto, ótimo para quem como eu chegou pela madrugada, transfer gratuito aeroporto - hotel, café da manhã ótimo, acomodação compacta mas confortável e limpa, funcionários educados.;Nada a desejar, tendo em vista que o intuito era passar apenas uma noite e depois seguir com o roteiro de viagem.;8;;;;;;
25 de outubro de 2023;Hospedagem boa de alto custo;O hotel é bom. Limpeza e conforto ok. Comida do restaurante é boa. O atendimento ok.;Valor alto para um hotel que entrega o básico de outros da mesma categoria. Achei fora de um padrão custo-benefício. Me hospedei por força do momento.;7;;;;;;
25 de outubro de 2023;Agradável;A localização do hotel é privilegiada. O atendimento é muito bom e o custo benefício é real. O café da manhã é bastante sortido.;O barulho no corredor.;8;;;;;;
24 de outubro de 2023;Acomodação cumpre muito bem as necessidades;Quarto de fácil acesso visto que estava com criança de colo.;Não consegui identificar nas informações que o estacionamento era pago.;9;;;;;;
23 de outubro de 2023;Fantástico;Apenas passei a noite, pois tinha um voo logo cedo.;Apenas passei a noite, pois tinha um voo logo cedo. Hotel confortável com excelente atendimento;9;;;;;;
21 de outubro de 2023;Bom;;Pagar separadamente café da manhã e estacionamento;7;;;;;;
20 de outubro de 2023;Pelo custo pago, esperava mais.;;Café da manhã (muita gente ao mesmo tempo e o time IBIs não foi capaz de repor as refeições pela quantidade de pessoas…;;;;;;;
Faltou café e outros alimentos;;;;;;;;;;
;;;;;;;;;;
"Estacionamento""";7;;;;;;;;;
20 de outubro de 2023;Bom custo/benefício.;A localização é bastante conveniente. Ter estacionamento no local também. Outro ponto que ajudou foi a disponibilidade de snacks e bebidas dentro do hotel depois q o restaurante fecha.;Para nós q ficamos só 1noite, não tinha espaço/suporte adequado para deixar a mala aberta. Tivemos q deslocarr a mesinha de cabeceira do lugar e colocar a mala em cima.Não tem toalha de rosto. O café da manhã é razoável.;8;;;;;;
17 de outubro de 2023;FOI BOA PORQUE PRECISAVA FICAR PRÓXIMO AO AEROPORTO;CAFÉ DA MANHÃ E LOCALIZAÇÃO PORQUE É MUITO PRÓXIMO DO AEROPORTO;BARULHO , POIS HÁ UM ESTACIONAMENTO PRÓXIMO DO QUARTO QUE EU ESTAVA;7;;;;;;
17 de outubro de 2023;Fantástico;Amei a gentileza e cordialidade da senhora do restaurante, se não me engano Jaqueline.;;9;;;;;;
17 de outubro de 2023;Compensa se tiver voo muito cedo na manhã seguinte ou se chegar muito tarde.;Tudo limpo;Achei muito caro, aproveitam da localização;8;;;;;;
15 de outubro de 2023;Excelente opção para passagem rápida em Recife;Localização conveniente ao lado do aeroporto. Curta distância para restaurantes em Boa Viagem. Quarto limpo, silencioso e confortável apesar do tamanho.;Check-in um pouco demorado. Apenas 1 pessoa na recepção. Mas o atendimento foi muito cordial e eficiente.;8;;;;;;
14 de outubro de 2023;Muito bom;Bom para passar uma noite, em caso de escala prolongada. Boa cama. Bom café da manhã.;As opções do jantar são limitadas.;8;;;;;;
14 de outubro de 2023;Muito bom;Gostamos muito do atendimento da equipe da recepção e do café da manhã. Muito simpáticas e prestativas.;;8;;;;;;
13 de outubro de 2023;Boa localização com boas comodidades;Cheguei de madrugada e fui rapidamente atendida, boas comodidades, básicas, mas que atendem a necessidade de quem esta passando pelo local. Bom café da manhã.;Achei o quarto bem pequeno pra um casal e uma criança. Mas sei que na rede é comum esse tipo de layout e como eu disse pra hospedagens curtas atende bem.;8;;;;;;
12 de outubro de 2023;bom;limpeza;;8;;;;;;
12 de outubro de 2023;Bom;Localização e o ponto alto... ao lado de muitas locadoras de carro e bem na frente do aeroporto.;Meu check in e check out demoraram muito, só tinha um recepcionista claramente sobrecarregado. Tb tive problemas com ar condicionado do quarto. Vieram tentar concertar algumas vezes e não resolveram.;7;;;;;;
11 de outubro de 2023;Falta de clareza na oferta do Transfer;Fica bem em frente ao aeroporto, é limpo e organizado.;Poderiam explicar como funciona o Transfer aeroporto-hotel. não existe uma van. Vc tem que pegar um dos táxis com plotagem azul que tem levam até o hotel e lá o motoristas pegam um voucher na recepção. Nos não usamos o Transfer na chegada (única opção) pq não sabíamos como funcionava. Nao dão opção de utilizar na volta para o aeroporto. Desnecessário.;8;;;;;;
10 de outubro de 2023;Muito bom;café da manhã excelente.;;8;;;;;;
10 de outubro de 2023;O lugar certo pelo preço certo!;Sempre que possível fico no IBIS pois o custo benefício é ótimo, e sei muito bem o que vou encontrar e isso para viagens à negócio é muito bom.;;9;;;;;;
4 de outubro de 2023;Excelente.;O conforto do quarto é a simpatia da equipe de funcionários.;Gostei de tudo.;9;;;;;;
2 de outubro de 2023;Recomendo;;Cama desconfortável.;9;;;;;;
2 de outubro de 2023;Localização perfeita;Localização, silêncio, funcionários, café da manhã.;Toalhas de banho muito velhas e ásperas.;9;;;;;;
1º de outubro de 2023;Muito bom;Prático. Perto do aeroporto e só precisamos pernoitar.;Quarto bem;;;;;;;
"Pequeno.""";8;;;;;;;;;
1º de outubro de 2023;Muito bom;Localização em frente ao aeroporto Limpesa e bom banheiro;Preço alto colchão razoável fininho;8;;;;;;
26 de setembro de 2023;Muito bom;Café da manhã bom, e localização excelente para o meu caso que era para dormir para ir e voltar do aeroporto e inclusive perto do shopping Recife e praia.;;8;;;;;;
25 de setembro de 2023;Muito bom;O atendimento na recepção é excelente, os colaboradores eficientes e extremamente simpáticos.;O café da manhã não mantém o nível do hotel.;8;;;;;;
24 de setembro de 2023;Fantástico;Limpeza;Tamanho do quarto muito pequeno;9;;;;;;
23 de setembro de 2023;Perto aeroporto;Check in rápido. ;;;;;;;;
Perto aeroporto ;;;;;;;;;;
"Instalações""";Apesar de perto o acesso do aeroporto para o hotel foi difícil para atravessar o sinal;9;;;;;;;;
23 de setembro de 2023;Muito bom;Café da manhã.;Da cama de casal. Que nos deixou com dores no corpo.;8;;;;;;
20 de setembro de 2023;Fantástico;Localização! Literalmente em frente ao aeroporto, mas também próximo aos shoppings e praia .;;;;;;;;
Café da manhã muito bom.;;;;;;;;;;
Muito boa variedade de opções de comida.;;;;;;;;;;
"Há opções para o jantar também.""";Muito tempo para realizar o check in. Apenas funcionário para atender umas 10 pessoas. Processo muiiiito lento. Esperamos pelo menos 40 minutos para podermos ir pro quarto.;;;;;;;;;
"Quartos um pouco apertados.""";9;;;;;;;;;
18 de setembro de 2023;Bom;Próximo ao aeroporto, prático para quem tem vôo cedo. Fornece táxi na chegada como cortesia.. O hotel está situado a uma curta distância da praia de boa viagem.;Não tinham travesseiros extras disponíveis quando solicitamos. O quarto segue o padrão básico da rede Ibis, mas poderia fornecer ao menos copos para uso pelos hóspedes.;7;;;;;;
18 de setembro de 2023;Custo benefício;Local;Falta frigobar;7;;;;;;
17 de setembro de 2023;Boa opção para um pit stop.;O atendimento dos funcionários foi excelente, principalmente os do restaurante, simpáticos e prestativos.;As toalhas do banheiro pareciam lixa, se quiser esfolar o corpo, ok. Sei que não precisa ser muito fofa de hotel 5 estrelas, mas também não precisa ser tão inferior, finas demais, já muito descastadas e ásperas.;8;;;;;;
16 de setembro de 2023;Fantástico;Agilidade no atendimento, funcionários educados e receptivos.;Não houve nada de que não gostamos.;9;;;;;;
13 de setembro de 2023;Bom;Excelente localização, pois eu estava em trânsito. Bem pertinho do aeroporto. ;;;;;;;;
"Disponibilização de taxi gratuito do aeroporto para o hotel.""";;7;;;;;;;;
13 de setembro de 2023;Boa;Localização ótima para quem precisava pegar voo as 5:00hs como eu. ;;;;;;;;
"Serviço de bar e restaurante.""";O barulho que vem dos outros quartos.;9;;;;;;;;
13 de setembro de 2023;Excelente local, recomendo.;Bom;;9;;;;;;
12 de setembro de 2023;Ok;Café da manhã variado, bom atendimento, bom isolamento acústico no quarto, pois apesar de ficar bem próximo ao aeroporto não incomodou.;Quarto muito pequeno. Ok pra passar a noite.;8;;;;;;
10 de setembro de 2023;Localização ótima;Proximidade com aeroporto;Andar era barulhento e o som de fora também. Não sei se são todos os andares. Você também não consegue ficar sem ar condicionado.;8;;;;;;
9 de setembro de 2023;Fantástico;Recepção, localização;Café da manhã muito caro...;9;;;;;;
9 de setembro de 2023;Ok para passar o pernoite;Funcionários ótimos! Café da manhã muito bom;Estava sem luz! Acho que o hotel deveria ter um gerador!!!;8;;;;;;
8 de setembro de 2023;Muito boa;Não tomei café da manhã;;8;;;;;;
7 de setembro de 2023;Atende bem para pernoite;Muito próximo ao aeroporto e você pode pegar o táxi CoopStar no desembarque sul DE GRAÇA até o hotel (a volta estava custando R$ 12 em Set/23).;A colchão é, na verdade, um colchonete fino. Achei bem duro, acordei com dores no corpo. O travesseiro também bem fino, mas isso é de praxe nos hotéis.;8;;;;;;
7 de setembro de 2023;Bom apenas para aguardar o vôo.;Próximo ao aeroporto.;Valor poderia ser menor para quem não faz pernoite.;8;;;;;;
7 de setembro de 2023;Razoável.;;Quarto para casal e uma criança pequeno.;;;;;;;
"Central de ar gotejando água.""";7;;;;;;;;;
5 de setembro de 2023;Prático pela localização perto do aeroporto;;As camas possuem apenas um lençol fino, não têm cobertor. Você é obrigado a ligar o ar-condicionado pq o quarto é sufocante e passa frio. Se quiser cobertor tem que ir na recepção buscar, mas quem quer levantar no meio da noite para buscar um cobertor? Nunca vi isso em hotel nenhum.;7;;;;;;
5 de setembro de 2023;Muito bom;Pra quem precisa ficar perto do aeroporto a localização é perfeita;Nada;8;;;;;;
4 de setembro de 2023;Muito bom;O atendimento do Sr. Felipe no restaurante;;8;;;;;;
28 de agosto de 2023;Conforto com praticidade;Conforto, segurança, bom café da manhã, proximidade do aeroporto;O restaurante fecha muito cedo;9;;;;;;
22 de agosto de 2023;Impressionante o Excelente atendimento das recepcionistas. Voltaria sempre por causa do bom atendimento.;Facilidade;Um pouco mal cuidado o prédio;8;;;;;;
21 de agosto de 2023;Muito bom;A localização é ótima, próximo a praia, shopping e aeroporto, o quarto é confortável, o café da manhã é gostoso e farto. Pretendo voltar algum dia para correr novamente na região.;Poucos lençóis no quarto.;9;;;;;;
21 de agosto de 2023;Fantástico;Pra quem quer chegar do aeroporto para dormir e se deslocar no dia seguinte é uma boa opção.;;9;;;;;;
18 de agosto de 2023;Muito bom;Bem na frente do aeroporto;;8;;;;;;
17 de agosto de 2023;Bom;Limpeza e localização;Estacionamento e regras muito rígidas;7;;;;;;
17 de agosto de 2023;Bom;Próximo do aeroporto;;7;;;;;;
16 de agosto de 2023;recomendo;exelente localizacao e otimo cafe da manha;preco;8;;;;;;
15 de agosto de 2023;É bom !!!!;Gostei muito da limpeza e qualidade da acomodação .;Sair do hotel a pé é possível, no entanto, meio perigoso .;9;;;;;;
14 de agosto de 2023;Muito bom;Ótima localização para quem vai viajar de madrugada. Excelente café da manhã. Quartos confortáveis.;O procedimento de check in muiiiito demorado . Apenas uma recepcionista para atender umas 10 pessoas ao mesmo tempo. Tivemos de esperar 40 minutos para que fosse concluído.;8;;;;;;
14 de agosto de 2023;Fantástico;;taxa do café d manhã.;9;;;;;;
12 de agosto de 2023;Confortável e simples;Quarto confortável e simples.;O ar condicionado começou a pingar dentro do quarto e alagou o chão ao lado da cama.;8;;;;;;
9 de agosto de 2023;Tranquilo;Perto aeroporto;Cama extra em posição ruim;7;;;;;;
9 de agosto de 2023;Atendeu a nossa expectativa. Pernoite em Recife para uma conexão bem cedo.;Próximo do aeroporto. Transfer gratuito.;Quarto bem apertado. Banheiro bem simples.;8;;;;;;
7 de agosto de 2023;Bom, fiquei apenas alguma horas meu voo era as 5 da manha então tive sair as 3 da madrugada.;A localização do hotel, super perto do aeroporto.;Quarto um pouco pequeno para tres pessoas mas muito limpo e confortável.;8;;;;;;
5 de agosto de 2023;Muito bom;A localização e a facilidade do convênio de táxi do aeroporto facilitam muito a vida de quem está na programação de aeroporto;;8;;;;;;
4 de agosto de 2023;Excelente opção para viagens de negócios e conexões aéreas mais longas. Vizinho ao aeroporto do Recife;Recepção e check-in disponíveis 24h, funcionários simpáticos e atenciosos;;8;;;;;;
3 de agosto de 2023;Muito bom;;uma parte da roupa de cama estava com cheiro de perfume de outro hóspede;8;;;;;;
3 de agosto de 2023;Fantástico;Tudo no padrão do Íbis;A acústica do corredor, sempre que os outros hóspedes abriam uma porta ou fecham eu acordava.;9;;;;;;
2 de agosto de 2023;Localização estratégica próximo ao Aeroporto;Proximidade c o Aeroporto;O preço é MUITO caro em relação a outros IBIS e as instalações são antigas. Não há justificativa para o preço ser tão alto... inclusive comparando c outros hotéis de Recife, em localização turística.;8;;;;;;
1º de agosto de 2023;Custo benefício para uma estadia rapida em recife. (entre um voo e outro);sem dúvida a localização. Para quem quer descansar entre um voo e outro essa é a melhor opção.;é um hotel de trânsito. Os quartos são relativamente pequenos.;8;;;;;;
30 de julho de 2023;Razoável.;;A oficina ao lado do quarto com ruídos altos muito cedo. Hospedes que chegam após 2 horas da manhã do aeroporto, não deveriam ser alocados em tais quartos. Fomos dormir às 3:00 h e acordamos com barulho em torno de 7:30 h.;8;;;;;;
29 de julho de 2023;Muito bom;Localização e jantar;Quarto pequeno;8;;;;;;
29 de julho de 2023;Bom para descansar entre um voo e outro;Quarto confortável e silencioso.;Nada a reclamar.;9;;;;;;
24 de julho de 2023;NORMAL PARA O PADRÃO IBIS;LOCALIZAÇÃO. O RESTO É UM IBIS NORMAL.;;8;;;;;;
23 de julho de 2023;Atende satisfatoriamente;Localização bem em frente ao aeroporto;Limpeza do quarto;8;;;;;;
23 de julho de 2023;Adequada às expectativas;É perfeito para quem busca algo perto do aeroporto. Como fiz algumas rotas durante a viagem, no último dia queria dormir perto do aeroporto para não perder o voo e foi menos de 6 minutos até lá. Além disso, o conforto do Ibis sempre acompanha as unidades, e posso dizer que aqui o que ganhou foi o conforto da cama, chuveiro com temperaturas reguláveis e banheiro limpinho e o café da manhã. Os funcionários sempre atenciosos, cuidaram bem de nós.;Um pequeno detalhe que pode ser resolvido é que levamos comida para o quarto e, infelizmente, apareceram formiguinhas na nossa mesa e tivemos que jogar fora. Acredito que seja um ponto fácil de resolver, com uma dedetização ou cuidado ao alertar hóspedes sobre comida no quarto, mas resolvemos rápido e não atrapalhou nossa estadia.;8;;;;;;
20 de julho de 2023;Muito bom;A localização próxima ao aeroporto é bem útil para passageiros com conexões a fazer. Equipe gentil e ambiente limpo. A decoração dá um charme todo especial.;O café da manhã ficou devendo na variedade e qualidade de frutas ofertadas.;8;;;;;;
20 de julho de 2023;Muito bom;Café da manhã excelente;;8;;;;;;
19 de julho de 2023;Hotel bom e bem localizado;Localização para quem vai viajar pelo aeroporto.;Preço e ainda paga por fora o café.;8;;;;;;
18 de julho de 2023;Tive poucos dia então não avalio;Achei fraco. Poderia ter mais variedades.;Recepção;7;;;;;;
17 de julho de 2023;Confortavel;Atendimento funcionaria Gigi, extremamente simpática, alegre, educada e disposta a ajudar.;O atendimento da outra funcionária que mal me cumprimentou e pediu a Gigi para me atender .;8;;;;;;
16 de julho de 2023;Fantástico;O ambiente moderno, e agradável…;Não tenho nada a declarar.;9;;;;;;
12 de julho de 2023;Bom;Localização e estrutura;Os colaboradores.;7;;;;;;
11 de julho de 2023;Boa estadia;Praticidade;Quarto pequeno;9;;;;;;
7 de julho de 2023;Muito bom;Localização, limpeza e tratamento por parte dos funcionários.;Da manteiga no café da manhã. Apenas uns potinhos com uma manteiga amarelo gema, horrível.;8;;;;;;
7 de julho de 2023;A proximidade do aeroporto justifica a estadia.;Proximidade com o aeroporto.;O estacionamento.;8;;;;;;
5 de julho de 2023;Fantástico;Estrutura e localização.;;9;;;;;;
3 de julho de 2023;O padrão Ibis de estadia;Ótimas instalações. Cama extremamente confortável;A limpeza não estava ruim, mas poderia melhorar. Eu acho o custo um pouco alto para o que o hostel oferece.;8;;;;;;
2 de julho de 2023;Boa estadia. Satisfatório. Padrão Ibis.;Proximidade com aeroporto. Restaurante, café da manhã.;Nada em específico. Padrão Ibis. Atendeu às expectativas.;9;;;;;;
30 de junho de 2023;simplesmente boa;a locação é boa perto do aeroporto de Recife.;;;;;;;;
"Café da manhã e bom.""";tempo de espera na recepção na hora de fazer o check in;8;;;;;;;;
27 de junho de 2023;boa localização para quem vai viajar de avião;as instalação são modernas e práticas. O hotel é muito limpo.;A única coisa que não gostamos foi o atendimento da recepcionista. Muito grossa e sem paciência.;8;;;;;;
27 de junho de 2023;Fantástico;Hotel com boa localização e atendimento.;Hotel muito simples com preços fora da realidade.;9;;;;;;
23 de junho de 2023;Muito bom;conforto;espaço;8;;;;;;
20 de junho de 2023;Hotel expresso, mas muito confortável e eficiente.;É um hotel onde tudo funciona perfeitamente, a cama é muito confortável, lençóis de ótima qualidade e café da manhã bem servido.;Nada que me tenha desagradado.;8;;;;;;
20 de junho de 2023;Alegria;Do check in ao check out, tudo excelente. cabe ressaltar um elogio ao garçon do restaurante de nome Felipe que nao mediu esforços para prestar um atendimento de primazia. Parabens !!!;nada;9;;;;;;
20 de junho de 2023;Bastante satisfatória para o que necessitava no momento 👍🏻👍🏻;Proximidade do Aeroporto 👍🏻;;9;;;;;;
19 de junho de 2023;Muito bom;Um bom café da manhã, porém poderia ter mais variedade. Localização muito boa para quem vai utilizar o aeroporto.;;8;;;;;;
18 de junho de 2023;Hotel bem localizado;Quarto limpo e funcionários atenciosos.;As toalhas com odor muito desagradável. Cheiram a creolina que dava a impressão de passar o cheiro para pele.;8;;;;;;
14 de junho de 2023;Bom;;CUSTO BENEFÍCIO NÃO INTERESSANTE... COBRANÇA DE CAFÉ A PARTE COM DIÁRIA BEM ELEVADA;7;;;;;;
14 de junho de 2023;Boa acomodação.;Localização e café da manhã.;Quarto pequeno.;9;;;;;;
13 de junho de 2023;Lugar show de bola para dar uma parada e descansar;Limpeza e atendimento;acesso ao estacionamento;8;;;;;;
13 de junho de 2023;Simplesmente prático e objetivo;praticidade do atendimento;Localização para acesso via carro;8;;;;;;
